title,lyrics,link
Подкрадули (Podkraduli),"[Текст песни «Подкрадули»]

[Интро: Замай]
Я надену на ноги подкрадули
Найк
Для меня они будут как ходули в рай
Для тебя подкрадули — мои лапти дрянь
Мы покурим с парнями и уйду в закат!

[Припев: Замай]
Я надену на ноги подкрадули Найк
Для меня они будут как ходули в рай
Для тебя подкрадули — мои лапти дрянь
Мы покурим с парнями, и уйду в закат!
Я надену на руки подкрадули Найк
Всё вверх дном, я как умер — самый нужный стал
Там за тучей рифмует мой браток Картрайт

Подержись за башмак
, и мне пора бежать!

[Куплет 1: Замай]
Быстрей, чем спринтер
Мудрей, чем Сплинтер
Горче, чем биттер
Ебучий Питер (Тьфу!)
Чтобы ты сдох, трёхсотлетний город
Что же ты принёс людям кроме голода и горя?

Мне нечего сказать, здесь десять лет
Иногда не было денег даже на билет
Чтобы девочку сводить в сраное кафе

Моей музыки игнор — аутодафе
На обед — балет, на ужин — болезнь
И всю жизнь как в цирке прыгать — оп, алле!
Я не АУЕ и не охуел
Но будто на воле больший беспредел
Подкрадули на голую ногу, как быдлан
И потёпаю в небеса, может, абы как
Или провалюсь в ад, это не мне решать
В чёрном ботинке один, будто Пьер Ришар",https://genius.com/And-zamay-and-slava-kpss-podkraduli-lyrics
Ангельское True,"[Текст песни «Ангельское True»]

[Куплет 1]
Мы держим их в страхе, будто русские хакеры
Твои краши сладкие, как тульские пряники
Их куплеты жидкие, как жидкие парики
Обоссым звёзд, будут жёлтые карлики (Пс-пс-пс)
Детка, на вершине очень одиноко
Узнала обо мне из моего некролога (Я умер)
Теперь слушает треки, типа очень много (Ну-ну)
Я выступал в раю и зал был тупо мёртвый
Ангельское true — это крылышки поражения
Помню, было в детстве мы прыгали с гаражей, и я
Пробил землю насквозь, вылетел из тела в ночь (Куда?)
Жизнь мою жил с тех пор кто-то другой
Похуй на Бога, я верю только в демона
Что прилетал погостить в мою клетку
Надо менять флоу; но зачем мне столько гемора?
После дождя пойду сниму мокрую сетку (Sheesh)

[Припев]
Поясни мне за ангельское true
Может, даже не себе, а кому-то снюсь
Может, все мои попытки с пути свернуть
Ведут в могилу, похмелюсь, помолюсь и пусть
Пояснять мне за ангельское true
Может, даже не себе, а кому-то снюсь
Может, все мои попытки с пути свернуть
Ведут в могилу, похмелюсь, помолюсь и пусть",https://genius.com/Slava-kpss-true-lyrics
МАТИЛЬДА (Шнуров DISS) (MATILDA),"[Текст песни «МАТИЛЬДА (Шнуров DISS)»]

[Припев]
О, и ты вздёрнешься на шнуре
В своём огромном особняке

Да, ты вздёрнешься на шнуре
В своём огромном особняке


[Куплет]
Когда Серёжа Шнуров предал жену
Не было б никого, кто это опроверг

Недельку б поныл, что просрал мечту

«Дорогая, я такой конченый человек»
Но эгоцентричный мудила остаётся таким же
Даже просрав самоё дорогое
И сидя на веранде своей московской виллы
Скоро он строчил уже совсем другое, типа:
«Да похуй, что предал, родная
Таких шлюх, как ты, у меня будет столько
Я ведь Серёжа Шнур, ебать его в сраку
И мне тут даст каждая марамойка!
А Матильда или Эсмеральда — похуй!
Мы не в Нотр-Дам-де-Пари»

Но вжух!
И в оранжевых легинсах пляшет жалкий, одинокий старик
Всю жизнь он строил из себя кого-то
Делал перед камерой сложные щи

На всю страну выглядеть идиотом, это было больно
Но он продолжал тащить свою лямку
Хиты для плебеев, корпораты, туры и пьяные тусы
Он знал: дома она его встретит
Для остальных он был Серёжа Шнуров
Гигант духа!
Променять мечту на пять минут нелучшего секса
Пойми, Серёжа, это ты шлюха!
И на Ваганьковском тебе уготовано место

Ведь если человека никто не видит
То он как бы и не существует вполне

А единственного, кто видел тебя, ты предал
Не было б никого, кто это опроверг",https://genius.com/Slava-kpss-diss-matilda-lyrics
Ласточки (Swallows),"[Текст песни «Ласточки»]

[Интро]
Монолог ласточки
Я флигала хох. Я порхала сквозь химель
И флюгелем я задевала за лихт
Но безый облезлый как пеннер дер адлер
Он фуляет фляйша и гайцигно рихт


[Куплет 1: Слава КПСС & Fallen MC]
Псы попрячут лапы по норам
Пули — лабрадорам
, а нам порох, я здоров, как боров
Но это пока, ждет чума меня за поворотом
Сорок оборотов, и я пыром луплю по воротам
Мама, я стал идиотом
Не сменил колготы
На костюм, элитам
Будни давят тупым монолитом
Питер, ты болото, болото не станет любимым
Еже — это те, кто заправляет в любительской лиге
Маркером метафор нацарапаем на парте ники (Бутер и Светло)
Мы отстроим из мрамора флигель (Рэп — это говно)
Вторим, пряча по карманам фиги
И не вини нас в неспособности валить, как ниггер
Строчим как машинка зингер, пусть не от томми хильфигер
На мне потрепанный свитер, пусть буду ёбаным хиппи
Жизнь как крутое битло, выбери с ломанным ритмом
Лента по ветру, но плот опять разъебало о рифы (Похуй дойдём и пешком)
Рожденный для битвы
На щите или с щитом, я дома к вечерней молитве

Титры задом наперед пойдут (Отмотаем поминки)
Время — это круг, снова дунем хабаровской химки
Топчем под бумбокс бульвары, молодость пленит агитки

Ушлых коммерсантов, не про нас, На Парнас ходят ""Мифы"" (Это всё наёб)
Брось знамена, шей собственный вымпел (Что ты там пронёс?)
Выпал в рэп словно хуй из ширинки
Кто ты — объебос или любитель порамсить по синьке
Мы наводим мост и развести его уже не выйдет
Класть на признание болт, слать дизреспекты гордыне (Выйдет из этого толк)
Нам похуй, мы с Ваней иные
Пой ежемесячный рок, рви волосню на грудине
Пол и потолок, то, что было, и будет отныне
Вещи в узелок, Моисеем бродить по пустыне (Эй, фраерок 40 лет — это долгий срок)",https://genius.com/Ezhemesyachnye-swallows-lyrics
Сезонное (Seasonal),"[Текст песни «Сезонное»]

[Интро]
Е, осень (22 сентября)
Осень 2020 (Двадцать, двадцать)
В футболке Babangida

Е, е, е

[Куплет 1]
По утру парафинил джоинт
, теперь как маклер биржевой
Живу скучно, не устраивая пивных путчей

Ебёт тоска, ведь мне уже 30, братан

Я обитаю на дне как рапан — жизнь хуйня

И мне не заходит позитивная психология некоторых кентов
Типа всем рулит Бог, доверься ему, отпусти вожжи
Я смотрю на их улыбчивые рожи, но вижу наёб
Все прячут тревогу как могут: кто-то работает, кто-то баб ебёт
А мне ближе биток минорный

Подумать только, старина Боб уже празднует сорокет

И Замай умер, а на концертах пляшет ""банкетный""

Это было хуёвое лето, нас ждёт хуёвая осень
Когда ты меня бросила, думал, что вскроюсь, но нет

Я всё ещё жив и даже пишу какой-то ёбаный рэп
Слушаю на повторе группу Кисмэн
Разбитая любовь, зато рождаются сильные строчки

Хотя могло быть хуже, и как братишка Картрайт мог уже не собраться обратно

А на кладбище место вакантное
И даже если ты модный боец — Тесак Марцинкевич
Найдется болт с резьбой по размеру, жизнь поимеет всех",https://genius.com/Slava-kpss-seasonal-lyrics
Неошансон (Neoshanson),"[Текст песни ""Неошансон""]

[Интро: Сатана Печёт Блины]
Дело всей жизни отнимет все время, а после утопит нас, как котят
Стихи не приносят денег, или чего там люди хотят
Я уже вышел на этот берег и в водоем не могу назад


[Припев: Замай]
Да, я по жизни попсарь, будто песни Шахзод
Кинь в шапку косарь, это неошансон
Мне надо раствор, дабы склеить сердца
И понять, кем я стал тут, Андрей ли Замай?

[Куплет 1: Замай]
Я о том, что вышло, даже и не мечтал
Где-то вдалеке мой родной Кыргызстан

Лью на пол дешёвый семилетний коньяк
Снова вспоминаю, какой был я дурак
Только что с поминок, хоронил любовь
За скатеркой был лишь я один, там ведь кутья, не плов

Нахуй никому нужна она, будто Георгий Бовт
Но я готов искать в потемках, спрятав чувства под покров

[Припев: Замай]
Бля, да, я по жизни попсарь, будто песни Шахзод

Кинь в шапку косарь, это неошансон
Мне надо раствор, дабы склеить сердца
И понять, кем я стал тут, Андрей ли Замай?
Я по жизни попсарь, будто песни Шахзод
Кинь в шапку косарь, это неошансон
Мне надо раствор, дабы склеить сердца
И понять, кем я стал тут, Андрей ли Замай?
(А? Андрей ли Замай? А? Андрей ли Замай? Но не так, но не так...)",https://genius.com/And-zamay-and-slava-kpss-neoshanson-lyrics
Зиговать под kunteynir,"[Текст песни ""Зиговать под kunteynir""]

[Припев: Слава КПСС & Fallen MC]
Запрети зиговать под kunteynir

Запрети резать бритвой неверных
Запрети пить армянскую сперму
Это вкусно, это арийский грог
Запрети зиговать под kunteynir
Запрети резать бритвой неверных
Запрети пить армянскую сперму
Это вкусно, это арийский грог

[Куплет 1: Слава КПСС]
Ты носила красные шнурки

Я писал тебе сонеты, как Шульгин
С завистью на твой зад глядели хачи
А я тебя так толерантно любил
Как Тарантино: снял и ебал под саундтрек твоей пизды
Только НС
и ты
Я променял движ на твои алые губки
Писал посты, ставил сердечки, стёр проект увечье, ты моя женщина
Любовь это нечто, я оттёр свастон наждачкой, перестал гонять на матчи
У нас родился милый цыганский мальчик
Табор ушел за водкой, а я как раньше
Взял ""Майн кампф"", прости меня Адик, закрылся в ванной и зиговал перед зеркалом

Ночью белая сила порвет цыганскую целку, движ, прости
Моя кармелита не терпит набегов на рынки, всё те же ботинки
И только шнурки поменяли цвет, основе привет",https://genius.com/Ezhemesyachnye-kunteynir-lyrics
Солнце (Sun),"[Текст песни «Солнце»]

[Припев: Елена Терлеева]
Забери солнце с собою
Оно мне не нужно, веришь?
Оно меня больше не любит
Оно меня больше не греет, не греет
Забери солнце с собою
Оно мне не нужно, веришь?
Оно меня больше не любит
Оно меня больше не греет, не греет


[Куплет 1]
Мама на работе и пьющий отец
Да, тебя заводит поломанный чел
Я всегда хотел безопасности и
Юзал, но наркотик не дал мне любви
У меня есть выход, а выхода нет
Я хотел исправить тобой свой дефект
Мой внутренний ребёнок в iTunes на витрине
Он висит в петле, заплутав в пуповине

Все меня ломали, я верил в тебя
Детка, нахуй страхи, твой страх — это я?
Ты забрала солнце, сбежав без оглядки (Похуй)
Можешь меня бросить, я буду в порядке",https://genius.com/Slava-kpss-sun-lyrics
Конец Империи (End of Empire),"[Текст песни «Конец Империи»]

[Куплет]
Я иду по городу, кругом «Брат»

Жизнь скатилась так в балабановский ад

«Даже вещи не в себе», — так бы сказал Кант

Кругом гондоны как плацкарт, кто им дал грант?

Они строят артерии асфальтом тёмным
Вечером такси застрянет в пробке тромбом

Уехал бы жить в Лондон, да не денди я

Как дуриан тут развонялся б Айтипедия

На этих улицах Неверия
, его материя
В башне над городом не мэр и я, то
Берия

Империя живёт только пока пожирает других

Я не Валера Тодоровский, но тут страна глухих

Тревожные звоночки здесь давно как семпл

Но свита короля тока лишь push the tempo
Может сказать запуганы, как трансгендер

Запад наседает на бутылку — это цистерна

Инферно, вермахт и зомбиферма

И гуру богом быть не трудно — Алексей Герман

Путь в Хель
вам, пропаганда? Real talk

И наш народ почтёт за счастье этот Рагнарок

Власть — бро
, те, кто против вам пиздят
Хочешь стейк с кровью, как у Мэда дрисня?

Значит будет резня, прогноз погоды судного дня

Три дня кровавого дождя

Я иду по городу, кругом рай
Как тяни-толкай
epic fail, guy
Сколько я прожил этих горе-зим

Остров — крепость
, нет, я Марк гора Гаризим

Строчки кровью
и вся жизнь — суицид фанзин

Сердце бьётся, словно взрыв сотни Хиросим

За униженных и оскорблённых отомстить

Основной инстинкт, как палестинец выпускает магазин
В сторону святого города
, так Горгород
Потопом бог сотрёт
, мох растёт
, Кубрик мёртв
Да, жестоко, но не я завёл этот апельсин

Ещё раз: имя Марк — значит марксизм

Смерть угнетателям, и властную фигуру
Мы поставим на колени, и теперь какой ты гуру?

Тело, как дакимакура
, через пять секунд обмякнет
Чтобы тебя кончить — не нужны японки и тентакли",https://genius.com/Slava-kpss-end-of-empire-lyrics
Остров (Island),"[Текст песни «Остров»]

[Куплет 1]
В комнате, на стене (В комнате, на стене)
Пятно пустоты росло, как плесень

Я хотел идти на свет, но он погас
И имплозия — как вражеский фугас
Оглушила тишина, потерялся в трёх соснах

Но реальность сколь скудна, обреталась на глазах
Обречённое детище постмодерна
Смерть власти в яйцах двуглавого орла

[Предприпев]
Но во главе угла всегда складна башенка любви
Если б я не встретил вас, я бы сел на героин!

[Припев]
Так пусть догорают корабли, мы с тобой всегда одни
Я и ты — необитаемый остров
Пусть догорают корабли, мы одни и мы в нули
Мой родной необитаемый остров
Пусть догорают корабли, мы с тобой всегда одни
Я и ты — необитаемый остров
Пусть догорают корабли, мы одни и мы в нули
Мой родной необитаемый остров",https://genius.com/Slava-kpss-island-lyrics
Суета (Vanity),"[Текст песни «Суета» ft. Слава КПСС]

[Куплет 1: Booker]
Я пойду дорогой той, где никто не проходил
Мои ноги обогнут за серпантином серпантин
Мой маршрут — это путь из точки «А» в точку «А»
Завершается петля и в середине неё я
Человеку хочется быть почему-то для чего-то
Хоть случайно занесло или божественной работой
Метафизика прекрасна на папирусной бумаге
Но реальность — это яма, полная червей и влаги
И я обратился и видел под солнцем
Что бег не всегда удается проворным
Не храбрым победа, не мудрым бы хлеб
Но место и случай для каждых и всех


[Припев: Booker]
Это всё — суета
Жизнь проста, как Цу-Е-Фа
Хотел бы что-то поменять, но
Всё меняет лишь тебя
Это всё — суета
Больше ничего ни для тебя
Ни для меня
Луны сменят года
Всё рассыпется в прах
Выпей юность до дна
(М-м, хуета)

Это всё — суета
Больше ничего ни для тебя
Ни для меня
Луны сменят года
Всё рассыпется в прах
Выпей юность до дна
(М-м, хуета)",https://genius.com/Booker-vanity-lyrics
В хрущёвских и брежневских домах (IKB),"[Текст песни «В хрущёвских и брежневских домах»]

[Интро]
Йе

[Куплет 1]
Я помню свой дом на улице Суворова, 13; подъезд, куда было страшно входить
Там моей сестры домогался насильник,
а мне как-то выбили зуб знакомые пацаны
Наш третий этаж с балконом, под которым менты курили паровозами косяк
Батя указал мне на это, смеясь, и я понял: с миром что-то не так
Маленькая, но светлая квартирка, хрущёвский дом, пятиэтажный и убогий
Старушка снизу и её бьющий сын алкоголик
Сделать ничего было нельзя, я слышал глухие удары, приложившись ухом к полу
А когда сестра запирала меня в туалете, чтобы курить с подругами
Брал медный ковшик, стучал по батарее, и старуха поднималась

Важно то, что осталось: хрущёвский дом по улице Суворова, 13
А моё детство, молодая мама, люди — всё это ушло навсегда
Кто-то из участников спился или умер, переехал, и только эти дома (Стоят, как никогда)

[Припев]
В хрущёвских и брежневских домах они любили
Важны только дома: они остались
В хрущёвских и брежневских домах они любили
Важны только дома: они — реальность
В хрущёвских и брежневских домах они любили
Важны только дома: они остались
В хрущёвских и брежневских домах они любили
Важны только дома: они — реальность",https://genius.com/Slava-kpss-ikb-lyrics
Больно (Hurt),"[Текст песни «Больно»]

[Интро]
Нахрен весь этот город со всеми жителями: от снежных домиков истории, до пентхаусов Парк-Авеню, от типовой застройки Бронкса, до мансард Сохо, от доходных домов алфавитного города, до облицованных фасадов на Парк-Слоун и до двухуровневых домов на Статен-Айленд. Чтоб город снесло землетрясением! Чтоб он сгорел при пожаре, чтоб он сгорел дотла! Чтоб поднялась вода и затопила этот заполненный крысами город
Нет, нахрен тебя, Монтгомери Броган

Новая искренность
У тебя было всё и всё это профукал, тупой ублюдок!

А, а, а, йе

[Куплет]
Нет ответа в телеграме, я без кожи
, я без камер
Плачу в ванной я без бонга, есть причина — я не тёлка

Излечиться от меня? Окей
Всё отдам, ведь мне не нужен чек (Не-а)
Да, внутри клубится грустный червь
Ты вернёшься, а меня здесь нет
Я растаял по утру в капюшоне, словно труп
По инерции живу, (Окей) но в сердце ломаный каблук
Говори с самим собой или вложи чувства в куплет
Но больше слушателя нет, ведь я ебать того поэт (Я!)
Только женщина и Бог, другие тупо не поймут

Ствол дымится, прр-р-р-р, прр-р-р-р, убираясь в кобуру
И снова личностно расту, даже выше сраных звёзд
Раньше у меня был кактус на окне, но он засох
Нахуй деньги и стихи, если не с кем разделить
Ты вонзаешь мастихин под рёбра, на стене мазки
Четыре двойки — коловрат, телеграм — «была недавно»
А я совру, если скажу, что мне по-прежнему угарно",https://genius.com/Slava-kpss-hurt-lyrics
FACEFVCK,"[Текст песни ""FACE DISS (FACEFVCK)""]

[Интро]
Silver Kruger on the track
Мои шутеры говорят: «Fuck you!»
Не коси под чёрных — они стреляют прямо в ебло (Пр-р-ра)
Ты стреляешь только в простынку
Ты идёшь нахуй, мурзилка

[Припев]
Мои шутеры говорят: «Fuck you!»
Не коси под чёрных — они стреляют прямо в ебло (Пр-р-ра)
Ты стреляешь только в простынку (Fuck you!)
Ты идёшь нахуй, мурзилка
Где твой Калашников? (Ха-ха-ха-ха)

Кишка-то тонка, чтобы сесть за убийство
Оцени на секундочку, что ты за конч:
Тебе нужен ствол, чтоб сниматься с ним в клипах

(Shot, nigga. Shot!)

[Куплет 1]
Мои пацы говорят:
«Этот белый долбоёб настолько лох
Что от пули не помрёт» (Nigga, shot!)
Этот уличный койот слышит (Чик-чик, чик-чик)
Только когда время вынимать тост
Ты пидор или нет — это пидоролитет
Скачет, как на хуе, этот пидор на бите
Ты из Bloods, ниггер, когда у твоей подружки месяки
2Pac, Biggie — это не каникулы в Мексике

На ногах Nike Cortez, но вы не картель
Тут мафия носит скорее погоны МВД
Крикни «АУЕ», потом сядь на бутылку
Двуглазый пидор — ты ж не выбрал вилку",https://genius.com/Slava-kpss-facefvck-lyrics
Карлики три (Karliki tri),"[Текст песни «Карлики три»]

[Куплет]
Карлики вышли из-под контроля
Заполонили собой скверики Подмосковья
Вся Москва как на ладони у маленькой сволочи
Карлики кушают в кафешке тушёные овощи
Нет никакой надежды, что их вытеснят ингуши
Карлики смеются от души, когда мутят свои концерты
И пьяно поют в метро, карлики танцуют в церкви
И зловредное меньшинство на лестничной клетке
Лапает поддатых карлиц и щёлкает семки
Но за оскорбления чувств карлика кинут в застенки
Карлики сидят в Кремле, под ёлкой подведя итоги
Объявят: «Всем в стране скоро отпилят ноги»
Карлики на коне, на милом ушастом пони
Держись от карлика в стороне, если карлик не в духе
И ты заметил при нём воровские татухи
Карлики в МВД своим прощают мокрухи
Этот низкорослый элемент, в Питере ходят слухи
Провёл дьявольский эксперимент
Низкорослые люди будут рождаться у всех, кто ест покупные продукты
Карликовый ген — достижение русской науки
Бразды эволюции схватили маленькие руки
Карлики взяли в плен команду NBA, запрещённый XXL размер
Ах, теперь известно, сколько нужно карликов, чтобы вздёрнуть на люстре негра
Карлика прячет под юбкой английская королева
К мелкому ублюдку ходит и твоя жена налево
Этот хоббит — маленький гигант в мире большого секса

У маленьких людей не может быть большого стресса
Карлики барыжат для своих только отличным весом
А для гулливеров — 0,4, и то перевесок
Карлики в квартире сверху подожгли за так узбека
И всю ночь шумели, будто там детская дискотека
«Карлики забыли своё место», — сказал участковый
Достал ТТ и хотел было стрельнуть в икону
Но спецназ под метр сорок сбил его с ног пинком
Стоял вопрос ребром: «Ну и кто тут, сука, гном?
Чё ты там шутил про карликов в комментах? Это срок!»
Об лицо тушили сигареты, включали пост-рок
Сам товарищ Ленин в шмотках для детей ходить бы мог
А ты на минутку решил, что карлики — не высший сорт?
*Звонок в дверь*
Но в зрачке никого не видать
Это карлики пришли к тебе, чтобы тебя забрать
Это надо знать: если весь мир смоет ураганом
На Земле останутся лишь карлики и тараканы
Пряники и шаровары, лютня, костюм, барабаны
В карликовый лес едут карлики, чтоб фестивалить
Кстати, эта ваша Бабангида вроде мерзкий карлик
Иначе почему он представляет город Калик?
Малдер и Скалли знали, истина где-то рядом

Но не догадались глянуть вниз, пока блуждали взглядом
Если враг подложит им змею, карлики только рады
Карлики отсасывают яд, чтобы плеваться ядом
Они захватили телеграф и военную базу
«Маленький народ, даёшь террор», — кричали в экстазе
«Они взорвали Белый Дом», — передали по связи
Быть карликом — это закон, первый карлик на Марсе
Карлики на массе знают тайский бокс и лупят в цирке
Дылдам по тыквам, маршируют мелкие ботинки
Как на Хэллоуин, весь город с утра разбудили:
Урода метр девяносто на цепи водили

Матери вопили: «Без намордника!»
«Куда же смотрят органы отлова для мутантов переростков?»
И в обществе случилась истерия, всех перебили
Последний великан попал в капкан в лесах Сибири",https://genius.com/Slava-kpss-karliki-tri-lyrics
Нас делают травмы (IAMU),"[Текст песни «Нас делают травмы»]

[Куплет]
Слишком много раз сказал слова «мама» и «папа» (Too much)
На этом альбоме нас делают травмы (Эй)
В жизни было всё, даже горела хата (Пожар)
Сгорел бы и сарай, но я не колхозан ебаный

Я не кидаю зан, не гонял в Дубай, не ебу шалав (Ай)
У меня у дома самая вкусная шава (Чё ещё надо?)
Взял микрофончик за пол ляма (Похуй)

Как бросил зазу — я не знаю, на что ещё тратить
Опять нам грустно, а мы друг другу депрессант ([?])
И мне не нужен друг, я могу себя записать сам (Сам)

Как Гриша Буда — радует лишь запись рэпа
Фак да психиатр, детка, я не хочу таблеток ([?])
Я, как полярник, одинокий космос во мне

Ты снова говоришь, что я с тобой холодный (Эй, ice, бэйби)
А я пишу будто Джанни Родари ([?])

Друзья нужны, чтобы скидывать демки
Мы не верим в смерть (Оу) пока она не бахнет (Ага)
Молнией небесной по самым близким
Слёзы на глазах будто в Perfect Days

Вселенная кричит мне: «Ты имеешь блэсс!» (Блэсс)
Надеюсь, мой рэп слышит Бог, ведь остальное смертно (Ей)
Мода временна, а мы как арабская феска (Эй)
Салют всем тем, с кем ходил в «Великано» под дексом

Тут много личного неймдропинга, но эта честная история
Я хотел сделать альбик, как книгу

Может быть, не вышло, мне пора перевернуть страницу
Брат не верит в Бога, но я буду за него молиться (Аминь)
До сих пор живу как во время ковида — изолирован (Я)

Как монах при свече (Пишу)
Не скиты на треке, а треки в ските (Дышу)

Сыростью могильной улиц СПБ
Она говорит: «этот город — музей» (Эй)
А голос в голове вторит: «Вспомни как раньше (Раньше)
Ты был посвободней», но голос — обманщик (Лжец)
Он уже не раз заводил меня в яму
Говорят: «Слушай сам себя», но я слушать не стану
А мама знает как «деньги» по-английски
Но я перевёл money маме (Е)
Взять хотел себе домик на Кипре (А)

Но в России красивее зори
Наши пацаны как зомби — больны мозгами
Как пилоты в НАСКАРе, такие: «Нам газка бы!»
Эй, мы водопады роняем каскадом
Эй, эти релизы, как будто бастарды
Части меня, которые я не готов признать

Хочу домик в деревне, как с обложки молока
(Эй)
Хочу домик в деревне, чтобы жить, как граф Гришнак
(Факт)
И этот семпл подо мной, как будто Росинант
(Эй)
Слушаю молодых рэперов, у меня уже всё есть (Уже всё есть)
Они только мечтают, да я, по ходу, ферзь (Я ферзь)
Эй, как так случилось, сам не понимаю (Эй)
Как будто бы ещё вчера читал рэпась в подвалах (Йоу)
Думал: после того баттла я подниму котлету (Ага, эй)
Вернусь обратно в андеграунд, но уже семь лет как (Эй)

Делаем солдауты, салют всем нашим с GNG (GNG)

Замай, СД, с нас начиналось всё, как с АБВ (АБВ)",https://genius.com/Slava-kpss-iamu-lyrics
Кукушка (Kukushka),"[Текст песни ""Кукушка""]

[Куплет 1]
Тут у всех кукушка, на обед чекушка
Брудершафт с ебанцой, чтобы жить нескучно (Антихайп)
Шум сменит тишиной — нам похуй
И мне не надо бить наколку
Чтобы знать, кто со мной, что со мной
Да толку? Пол часа любви и вернуться к бонгу
Небо потушить, все забыть, на плечо котомку
Хватит уже ныть, жил да был: вот и вся недолга

[Бридж]
Так о чем же песни?
Вспомни, как курил через банку Пепси

Я Перси Джексон - калека на Олимпе
Сдохну — стану самым первым в Лимбе

Убаюкал на руках свою кукушку
Кому как: экстремальный самокат — укачусь в даль

Смерть на каблуках, вижу вас — хочу снять скальп
Все бы проебать, но кукуха стережет хайп

[Припев]
Эй, родная, скажи мне честно: сколько мне ждать твоего отъезда?
Эй, родная, скажи мне честно: сколько , сколько, сколько… (Скажи, кукушка...)
Эй, родная, скажи мне честно: сколько мне ждать твоего отъезда?
Эй, родная, скажи мне честно: «Скажи, кукушка»
…",https://genius.com/Slava-kpss-kukushka-lyrics
В футболке Бабангида (V futbolke Babangida),"[Текст песни ""В футболке Бабангида""]

[Интро: Слава КПСС]
(А никто не хотел умирать)
С Днюхой, Саня! 35 — это не дата!

(Никто молодым не хочет умереть, понимаешь?
Думаешь, другие хотели молодыми умереть? Да нихуя)

[Куплет 1: Слава КПСС]
В футболке Бабангида
с красивыми усами;
В пальто из ФРГ, бреду и, хоть и вокруг не Калик

Но жизнь моя красива — мойва, хлебушек, вискарик
Прилягу на шконарик, задумаюсь о Сане
А свастика над нами краснеет в червивом небе

Мы курим уже в Кронштадте, ты в танках кого-то крепишь

И музыка играет, пирдуха сменилась тенью

Сегодня есть настроение погрустить, ведь мы стареем!

[Припев: Слава КПСС]
Фруктовая наливка
Пивко и гашиша плитка —
Кутёжник как Бабангида я
Мне 26, но по мне не видно
По мне не видно
Фруктовая наливка
Пивко и гашиша плитка —
Кутёжник, как Бабангида я
Мне 35, но по мне не видно
По мне не видно",https://genius.com/And-zamay-and-slava-kpss-v-futbolke-babangida-lyrics
Пуля для наркомана (Bullet for a junkie),"[Текст песни «Пуля для наркомана»]

[Куплет 1: Слава КПСС]
Зачем Ване в ванной бритва?
Спать нельзя, он вскроет меня как улитку
Амфетамин помог мне опознать убийцу
Я прихвачу на кухне нож — ты сдохнешь, крыса!


[Куплет 2: Fallen MC & Слава КПСС]
Я — объективная причина рассудка гниющего
Я не способен убивать
(Ты Брюс Всемогущий!
Ты в самой гуще целлофановой пленки обмана
Процесс запущен. Не избежать капкана)
— Слава, тебя торкает?
— Нет, засорилась ванна


[Куплет 3: Слава КПСС]
(Он что-то знает
Доверяй чутью наркомана
Один из вас умрёт)
Я выбираю Ивана!
Прячу под джемпером нож
В плеере — голос Бабана
Несколько длинных шагов
До выполнения плана
— Ваня, открой",https://genius.com/Ezhemesyachnye-bullet-for-a-junkie-lyrics
Red Widow,"[Текст песни «Red Widow»]

[Интро]
Ten, nine, eight, seven, six, five, four, three, two, one...
Бутер Бро, Бутер-Бутер Бро (Ла-ла-ла)
Бутер Бро, Бутер-Бутер Бро (Ла-ла-ла)
Бутер Бро, Бутер Бро, Бутер-Бутер Бро
Эй-йо, эй-йо

[Куплет 1]
Это Бутер, годы спустя, мне срок не скостят

Старый костяк на скоростях, я тот же босяк
Хоть бы медяк грел краба. При виде акабов
Прячу под пальто трехтомники с Мандельштамом

На девятнашке шава
, в Питере пиздят шавок
Реперы соловеют от ебли подруг и мамок
Жаба закручивает гайки и вертит краны
Но не учи законы кармы, мы сами брахманы
Будда на кортах
, Бутер вышел на контакт
Он же знатный ватокат, валоёб и декадант
У виска мы крутим блант, и с Джамалом не в кентах
Но на каждый мой компакт ТГК на фитах

Как это, take mic, ты кладешь как Tech N9ne
Может быть ты с Phlatline? (Не) Сам себе рэп-царь
Васька не Westside, у Андрея тест-драйв
Свежего шишла и Бутер Бро полетел в рай",https://genius.com/Slava-kpss-red-widow-lyrics
